No,ANCHOR,TENANT,Site ID DMT,Project ID Actual,Tower Owner,Site ID Tenant,Site Name Owner,Site Name Actual,Address,City,Province,Longitude,Latitude,Site Source,Last Survey Audit,NPA,Name Of Tenant,Count Number Of Tenant,Tenant Start Lease,Tenant End Lease,Tenant Rental Price/Month,Class Of Service,Site Type,longitude_decimal,latitude_decimal
4815,,TENANT,BJN-07-058,23XL01C0554,MITRATEL,JAW-JI-BJN-4313,BOGO(BALEN_SOOKO),BOGO_KAPAS,DsBogo Rt03 Rw02  Kapas Kapas Bojonegoro,Bojonegoro,Jawa Timur,111933528.0,-71656.0,ORGANIC,2099-12-31,NO,XL,3,2023-05-09 00:00:00,2036-05-08 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.933528,-7.1656
4822,,TENANT,BJN-07-060,21IS02C0001,MITRATEL,20BJO190,KUNCORO_BJO,Kadipaten,Jl Sawunggaling No 1 Rt 03/01 Kel Kadipaten Kec Bojonegoro Kab Bojonegoro,Bojonegoro,Jawa Timur,1118915.0,-7151694.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2031-05-21 00:00:00,12056100.0,Minimum Maintenance,GREENFIELD,111.8915,-7.151694
4827,,TENANT,BJN-07-062,20SF11C0023,MITRATEL,ZSBY_1611,BOJONEGORO4EXPASIAN,BOJONEGORO4EXPASIAN,"Raya Veteran, Ds Sukorejo, Kec Bojonegoro, Kab Bojonegoro",Bojonegoro,Jawa Timur,11189471.0,-717007.0,ORGANIC,2099-12-31,NO,SMART,3,2021-05-20 00:00:00,2026-05-19 00:00:00,10000000.0,Full Maintenance,GREENFIELD,111.89471,-7.17007
4831,,TENANT,BKL-07-036,21IS11C0541,MITRATEL,20BKN111,SEMBILANGAN_BKN,UJUNGPIRING,Dusun Sembilangan Tangsi RT07 RW03 KelSembilangan KecBangkalan -- Bangkalan,Bangkalan,Jawa Timur,112686.0,-704491.0,ORGANIC,2099-12-31,NO,IOH,3,2023-04-01 00:00:00,2032-02-19 00:00:00,12399093.0,Full Maintenance,GREENFIELD,112.686,-7.04491
4832,,TENANT,BKL-07-036,24SF06C0036,MITRATEL,ZSBY_1417,UJUNGPIRING,UJUNGPIRING,Dusun Sembilangan Tangsi RT07 RW03 KelSembilangan KecBangkalan -- Bangkalan,Bangkalan,Jawa Timur,112686.0,-704491.0,ORGANIC,2099-12-31,NO,SMART,3,00:00:00,00:00:00,0.0,Full Maintenance,GREENFIELD,112.686,-7.04491
4845,,,LMJ-07-056,22XL02C0006,MITRATEL,JAW-JI-LMJ-4244,CANDIPURO_KLOPOSAWIT,KLOPO SAWIT,Dsn Krajan Rt04/ Rw03 Ds Klopo sawit Kec Candipuro Kab Lumajang,Lumajang,Jawa Timur,11308177.0,-815316.0,ORGANIC,2099-12-31,NO,XL,2,2022-04-02 00:00:00,2032-04-01 00:00:00,12083333.0,Full Maintenance,GREENFIELD,113.08177,-8.15316
4859,,TENANT,JBG-07-081,21XL07C0039,MITRATEL,0,BANDARKEDUNGMULYO PUCANGSIMO,PUCANGSIMO,"DSN PUCANG SIMO BLOK 8 RT01 RW13, DS PUCANG SIMO KEC BANDAR KEDUNG, JOMBANG, JAWA TIMUR",Jombang,Jawa Timur,112131.0,-756981.0,ORGANIC,2099-12-31,NO,XL,3,2021-12-13 00:00:00,2031-12-12 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.131,-7.56981
4870,,TENANT,GSK-07-086,23XL03C0235,MITRATEL,JAW-JI-GSK-4382,MENGARE,WATUAGUNG_BUNGAH,Dusun Mentani Barat Rt6 Rw2  Watuagung Bungah Gresik,Gresik,Jawa Timur,112637.0,-704311.0,ORGANIC,2099-12-31,NO,XL,3,2023-07-10 00:00:00,2036-07-09 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.637,-7.04311
4883,,TENANT,GSK-07-090,21IS01C0003,MITRATEL,20GSK306,KARANGKERING_GSK,KARANGKERING,JlKaptDarmo Sugondo RT02 RW01 Desa Karang Kering KecKebomas -- Gresik,Gresik,Jawa Timur,112660583.0,-7187889.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-04-19 00:00:00,12056100.0,Minimum Maintenance,GREENFIELD,112.660583,-7.187889
4898,,TENANT,JMR-07-126,23XL03C0237,MITRATEL,JAW-JI-JMR-5142,SEMPUSARI_KALIWATES,PERUMALFA,Jl.Mojopahit Blok A1  Sempursari Kaliwates Jember,Jember,Jawa Timur,113666.0,-819642.0,ORGANIC,2099-12-31,NO,XL,3,2023-08-21 00:00:00,2036-08-20 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,113.666,-8.19642
4902,,TENANT,KDR1-07-045,21XL07C0067,MITRATEL,0,P A G U TANJUNG,TANJUNGPAGU,Dusun Tanjung RT03 RW02 Desa Tanjung KecPagu -- Kediri,Kediri,Jawa Timur,112063056.0,-7785364.0,ORGANIC,2099-12-31,NO,XL,3,2021-12-15 00:00:00,2031-12-14 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.063056,-7.785364
4905,,TENANT,KDR1-07-046,21IS03C0096,MITRATEL,20KDR253,PURWOTENGAH_KDR,PEHKULONKEDIRI,"Jl Raya Peh Wetan RT/RW 01/01, Ds Peh Wetan, Kec Papar, Kab Kediri",Kediri,Jawa Timur,11208167.0,-772944.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-07-15 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.08167,-7.72944
4922,,TENANT,LMG-07-071,23XL01C0587,MITRATEL,JAW-JI-LMG-4349,TURILAMONGANT,GALANG SUKOANYAR,Jl Raya Turi Rt01 Rw03  Sukoanyar Turi Lamongan,Lamongan,Jawa Timur,11236019.0,-710011.0,ORGANIC,2099-12-31,NO,XL,3,2023-06-09 00:00:00,2036-06-08 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.36019,-7.10011
4926,,TENANT,LMG-07-072,21IS06C0051,MITRATEL,20LMG204,DSSUNGELEBAK_LMG,DSSUNGELEBAK_LMG,"DSN SUNGELEBAK RT13 RW04 DS SUNGELEBAK, KARANGGENGENG, LAMONGAN, JAWA TIMUR",Lamongan,Jawa Timur,112347.0,-704022.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-12-31 00:00:00,12000000.0,Full Maintenance,GREENFIELD,112.347,-7.04022
4929,,TENANT,LMG-07-073,21SF03C0013,MITRATEL,ZSBY_2449,BABATPALOSAN,BABATPLAOSAN,"Jl Raya Plaosan RT/RW 03/03, Ds Plaosan, Kec Babat, Kab Lamongan",Lamongan,Jawa Timur,11218846.0,-710073.0,ORGANIC,2099-12-31,NO,SMART,4,2022-01-01 00:00:00,2026-10-11 00:00:00,10000000.0,Full Maintenance,GREENFIELD,112.18846,-7.10073
4930,,TENANT,LMG-07-073,21IS06C0037,MITRATEL,20LMG201,PASARBABAT_LMG,BABATPLAOSAN,"Jl Raya Plaosan RT/RW 03/03, Ds Plaosan, Kec Babat, Kab Lamongan",Lamongan,Jawa Timur,11218846.0,-710073.0,ORGANIC,2099-12-31,NO,IOH,4,2022-01-01 00:00:00,2029-09-13 00:00:00,12139226.0,Minimum Maintenance,GREENFIELD,112.18846,-7.10073
4931,,TENANT,LMG-07-073,23XL01C0584,MITRATEL,JAW-JI-LMG-4306,BABATPLAOSAN,BABAT_LAMONGAN,Jl Raya Plaosan Rt/Rw 03/03  Plaosan Babat Lamongan,Lamongan,Jawa Timur,11218846.0,-710073.0,ORGANIC,2099-12-31,NO,XL,4,2023-05-03 00:00:00,2036-05-02 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.18846,-7.10073
4937,,TENANT,LMG-07-075,21IS04C0002,MITRATEL,20LMG200,DURI_KULON_LMG,DURIKULON,Dusun Duri Kulon RT03 RW01 KelDuri Kulon KecLaren -- Lamongan,Lamongan,Jawa Timur,11224621.0,-706091.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-07-20 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.24621,-7.06091
4968,,TENANT,MLG-07-095,21IS06C0049,MITRATEL,20MLG187,TANJUNGREJO_MLG,RAYALANGSEP,"Jl Ir Rais 69 Gg XIV No 58 C RT/RW 002/005, Kel Tanjung Rejo, Kec Sukun, Kota Malang","Malang, Kota",Jawa Timur,112616024.0,-7985023.0,ORGANIC,2099-12-31,NO,IOH,4,2022-01-02 00:00:00,2032-01-01 00:00:00,12000000.0,Full Maintenance,GREENFIELD,112.616024,-7.985023
4969,,TENANT,MLG-07-095,21SF10C0038,MITRATEL,0,RAYALANGSEP,RAYALANGSEP,"Jl Ir Rais 69 Gg XIV No 58 C RT/RW 002/005, Kel Tanjung Rejo, Kec Sukun, Kota Malang","Malang, Kota",Jawa Timur,112616024.0,-7985023.0,ORGANIC,2099-12-31,NO,SMART,4,2022-03-05 00:00:00,2027-03-04 00:00:00,10000000.0,Full Maintenance,GREENFIELD,112.616024,-7.985023
4970,,TENANT,MLG-07-095,24XL10C0044,MITRATEL,JAW-JI-MLG-4316,OPTIK_TANJUNGREJO,OPTIK_TANJUNGREJO,"Jl Ir Rais 69 Gg XIV No 58 C RT/RW 002/005, Kel Tanjung Rejo, Kec Sukun, Kota Malang","Malang, Kota",Jawa Timur,112616024.0,-7985023.0,ORGANIC,2099-12-31,NO,XL,4,2025-06-04 00:00:00,2028-06-03 00:00:00,14583333.0,Minimum Maintenance,GREENFIELD,112.616024,-7.985023
4979,,TENANT,MJY-07-053,23XL03C0264,MITRATEL,JAW-JI-MJY-4149,BIBRIK,JIWAN_MADIUN,"Ds Bibrik Rt/Rw 12/05 Jiwan, Madiun  Bibrik JIWAN Madiun",Madiun,Jawa Timur,111492886.0,-7575581.0,ORGANIC,2099-12-31,NO,XL,3,2023-06-13 00:00:00,2036-06-12 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.492886,-7.575581
4987,,TENANT,MJY-07-055,23XL03C0263,MITRATEL,JAW-JI-MJY-4148,UTERAN2,PURWOREJO_GEGER,Jl Raya Ponorogo Rt15 Rw04  Jatisari Geger Madiun,Madiun,Jawa Timur,111536.0,-770992.0,ORGANIC,2099-12-31,NO,XL,3,2023-07-01 00:00:00,2036-06-30 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.536,-7.70992
5016,,TENANT,MJK1-07-065,21IS11C0547,MITRATEL,20MJK199,SDSATUKEDUNG_MJK,KESAMBENJOMBANG,"DSN KEMIRI RT01 RW01 DS KEDUNGSARI, KEMLAGI, MOJOKERTO, JAWA TIMUR",Mojokerto,Jawa Timur,11235324.0,-745303.0,ORGANIC,2099-12-31,NO,IOH,3,2023-04-01 00:00:00,2025-01-29 00:00:00,12399093.0,Full Maintenance,GREENFIELD,112.35324,-7.45303
5019,,TENANT,MJK1-07-066,23XL01C0597,MITRATEL,JAW-JI-MJK-4197,MODOPURO,BEBUAK MODOPURO,Dsn Bebean Rt01 Rw12  Modopuro Mojosari Mojokerto,Mojokerto,Jawa Timur,11253412.0,-750066.0,ORGANIC,2099-12-31,NO,XL,3,2023-04-26 00:00:00,2036-04-25 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.53412,-7.50066
5024,,TENANT,MJK1-07-067,21IS06C0053,MITRATEL,20MJK194,MLATEN_MJK,MLATEN,Dusun Sambiroto RT04 RW04 Kel Mlaten Kec Puri -- Mojokerto,Mojokerto,Jawa Timur,112463.0,-752989.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-10-25 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.463,-7.52989
5030,,TENANT,MGT-07-041,21IS06C0006,MITRATEL,20MGT101,POLRESMAGETAN_MGT,REJOYOSO2,"Dsn Bajeng RT/RW 01/02 Purwoasri, Magetan",Magetan,Jawa Timur,1113569.0,-76405.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-12-06 00:00:00,12000000.0,Full Maintenance,GREENFIELD,111.3569,-7.6405
5033,,TENANT,MGT-07-042,21IS03C0097,MITRATEL,20MGT090,GIRIPURNO_MGT,GIRIPURNO_MGT,"Dsn Tladan Barat RT/RW 04/01, Ds Tladan, Kec Kawedanan, Kab Magetan",Magetan,Jawa Timur,111419169.0,-7716386.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2031-07-17 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.419169,-7.716386
5036,,TENANT,MGT-07-043,21IS06C0038,MITRATEL,20MGT100,SAMUDRA_MGT,JATIMAGETAN,Banjarejo RT008 RW002 Ds Banjarejo Kec Ngariboyo Magetan,Magetan,Jawa Timur,11137018.0,-766719.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2029-09-14 00:00:00,12139226.0,Full Maintenance,GREENFIELD,111.37018,-7.66719
5042,,TENANT,NJK-07-057,21SF02C0020,MITRATEL,ZMDU_0327,SIDOKARENGANJUK,SIDOKARENGANJUK,"Dsn Sidokare RT/RW 01/07 Ds Sidokare Kec Rejoso, Nganjuk",Nganjuk,Jawa Timur,11187067.0,-755243.0,ORGANIC,2099-12-31,NO,SMART,4,2022-01-01 00:00:00,2026-08-09 00:00:00,10000000.0,Full Maintenance,GREENFIELD,111.87067,-7.55243
5045,,TENANT,NJK-07-058,24IS12C0158,MITRATEL,16NJK0170,NGADIPIRO_WILANGAN_MT,NGADIPIRO,Ds Ngadipiro RT/RW 07/02 Kec Wilangan Kab Nganjuk,Nganjuk,Jawa Timur,1117908.0,-76016.0,ORGANIC,2099-12-31,NO,IOH,3,,,,Minimum Maintenance,GREENFIELD,111.7908,-7.6016
5050,,TENANT,NGW-07-047,21IS11C0537,MITRATEL,20NWI146,GENTONG_PARON_NWI,PASARGENTONG,Pasar Gentong [Soco (split Teguhan sec_3)],Ngawi,Jawa Timur,111304.0,-749517.0,ORGANIC,2099-12-31,NO,IOH,3,2023-04-01 00:00:00,2025-11-16 00:00:00,12183921.0,Full Maintenance,GREENFIELD,111.304,-7.49517
5053,,TENANT,NGW-07-048,21XL07C0041,MITRATEL,0,PADAS BANJARANSARI,BANJARSARI,Jl Banjar 1 Dsn Banjar RT/RW 001/001 Ds Banjaran Sari Kec Padas Kab Ngawi,Ngawi,Jawa Timur,111496111.0,-7456667.0,ORGANIC,2099-12-31,NO,XL,3,2021-12-02 00:00:00,2031-12-01 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.496111,-7.456667
5056,,TENANT,MGT-07-044,24SF03C0106,MITRATEL,ZMDU_0189,GANGINGORANGGARENG,GANGINGORANGGARENG,Dsn Godangan Rt/Rw 08/02 Gorang Gareng Nguntoro Magetan,Magetan,Jawa Timur,111467.0,-771153.0,ORGANIC,2099-12-31,NO,SMART,3,00:00:00,00:00:00,0.0,Full Maintenance,GREENFIELD,111.467,-7.71153
5087,,TENANT,PSN-07-012,21IS03C0078,MITRATEL,20PSN037,PATIUNUS_PSN,PATIUNUS_PSN,Jl Lingkar Selatan Rt 06/05 Kel Perutrejo Kec Purworejo,"Pasuruan, Kota",Jawa Timur,112905402.0,-7666414.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-07-20 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.905402,-7.666414
5090,,TENANT,PSN-07-013,23EN08C0002,MITRATEL,PSN-07-013-MS,,PASURUAN4,"KETUG MLAGI RT01 RW03 DS KARANG KETUG, GADING REJO, PASURUAN, JAWA TIMUR","Pasuruan, Kota",Jawa Timur,112887861.0,-7631722.0,ORGANIC,2099-12-31,NO,PGAS,3,2023-08-21 00:00:00,2024-12-31 00:00:00,1263900.0,No Maintenance,GREENFIELD,112.887861,-7.631722
5093,,TENANT,PSR-07-074,21IS07C0014,MITRATEL,20PAS246,POSBANGIL_PAS,POSBANGIL_PAS,Jl Alun-Alun Utara No 295 RT04 RW02 Kel Bendo Mungal Kec Bangil -- Pasuruan,Pasuruan,Jawa Timur,112785141.0,-75962.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2031-11-30 00:00:00,12000000.0,Full Maintenance,GREENFIELD,112.785141,-7.5962
5096,,TENANT,PNG-07-052,21XL07C0042,MITRATEL,0,BABADAN TRISONO KARANGAYAM,TRISONO,Dukuh Karanggayam RT20 RW05 Ds Trisono Kec Babadan,Ponorogo,Jawa Timur,111468194.0,-7779333.0,ORGANIC,2099-12-31,NO,XL,3,2021-12-01 00:00:00,2031-11-30 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.468194,-7.779333
5103,,TENANT,PNG-07-054,21IS03C0079,MITRATEL,20PON094,TLASIH_PON,TLASIH_PON,Jl Abilowo RT 03 RW 01 Ds Lembah Kec Babadan Ponorogo,Ponorogo,Jawa Timur,111470889.0,-7811392.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-07-21 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.470889,-7.811392
5104,,TENANT,PNG-07-054,21XL07C0034,MITRATEL,0,BABADAN LEMBAH DURGANDINI,SUKOREJO2PONOROGO,Jl Abilowo RT 03 RW 01 Ds Lembah Kec Babadan Ponorogo,Ponorogo,Jawa Timur,111470889.0,-7811392.0,ORGANIC,2099-12-31,NO,XL,3,2022-01-04 00:00:00,2032-01-03 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.470889,-7.811392
5126,,,PBL-07-016,22XL04C0016,MITRATEL,JAW-JI-PBL-3120,KADEMANGAN_TRIWUNGLOR,KADEMANGAN_TRIWUNGLOR,"Jl. Bendi No. 2 RT 03 RW 02, Dsn Sading, Ds Triwung Lor, Kec. Kademangan, Kotamadya Probolinggo, Jawa Timur","Probolinggo, Kota",Jawa Timur,113174.0,-776477.0,ORGANIC,2099-12-31,NO,XL,2,2022-05-25 00:00:00,2032-05-24 00:00:00,12083333.0,No Maintenance,GREENFIELD,113.174,-7.76477
5133,,TENANT,SIT-07-050,24IS12C0168,MITRATEL,16SIT0107,KETOWAN_PANDIAN_MT,KETOWANSITUBONDO,Dusun Singoyudo RT03 RW06 Desa Ketowan Kec Arjasa,Situbondo,Jawa Timur,1141339.0,-77808.0,ORGANIC,2099-12-31,NO,IOH,3,2025-05-28 00:00:00,2035-05-27 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,114.1339,-7.7808
5137,,TENANT,SIT-07-051,21IS06C0034,MITRATEL,20SIT094,PATOKAN_SIT_SIT,ROSALI,Jl P B Sudirman RT03 RW02 Lingkungan Karangasem Desa Patokan Kec Situbondo,Situbondo,Jawa Timur,113.99,-7.71,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2029-10-09 00:00:00,12139226.0,Minimum Maintenance,GREENFIELD,113.99,-7.71
5142,,TENANT,SDA-07-139,23XL03C0274,MITRATEL,JAW-JI-SDA-4355,JOGOSASTRUORATRKRIANSUKODONO,JOGOSATRU_SUKODONO,Dusun Ketawang Rt13 Rw04  Jogosatru Sukodono Sidoarjo,Sidoarjo,Jawa Timur,11263584.0,-740024.0,ORGANIC,2099-12-31,NO,XL,2,2023-07-09 00:00:00,2036-07-08 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.63584,-7.40024
5146,,TENANT,SDA-07-140,21IS07C0022,MITRATEL,20SDA459,GANTING_SDA,WONOKOYO,"JL WAGIRRT 09/ 03KEL GADING, SUKODONO, SIDOARJO, JAW TIMUR",Sidoarjo,Jawa Timur,1127004.0,-739461.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-24 00:00:00,2032-01-23 00:00:00,12000000.0,Full Maintenance,GREENFIELD,112.7004,-7.39461
5148,,TENANT,SDA-07-141,21IS02C0002,MITRATEL,20SDA447,JEMIRAHAN_SDA,JABON,Dusun Kademangan RT12 RW05 Desa Jemirahan Kec Jabon Kab Sidoarjo Prop Jawa Timur,Sidoarjo,Jawa Timur,11274179.0,-755031.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2031-06-12 00:00:00,12056100.0,Minimum Maintenance,GREENFIELD,112.74179,-7.55031
5149,,TENANT,SDA-07-141,21XL07C0090,MITRATEL,JAW-JI-SDA-4317,JABON JEMIRAHAN,JABON,Dusun Kademangan RT12 RW05 Desa Jemirahan Kec Jabon Kab Sidoarjo Prop Jawa Timur,Sidoarjo,Jawa Timur,11274179.0,-755031.0,ORGANIC,2099-12-31,NO,XL,3,2021-11-15 00:00:00,2031-11-14 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.74179,-7.55031
5165,,TENANT,SBY-07-213,24SF01C0007,MITRATEL,JTI_M_01053,MANUKANKULON,MANUKANKULON,"Jl.Raya Manukan Kulon 78 Manukan Kulon Tandes Surabaya, Kota","Surabaya, Kota",Jawa Timur,11266558.0,-725583.0,ORGANIC,2099-12-31,NO,SMART,3,2022-01-01 00:00:00,2030-10-19 00:00:00,10000000.0,Full Maintenance,GREENFIELD,112.66558,-7.25583
5168,,TENANT,SBY-07-214,21IS11C0391,MITRATEL,20SBY896,KEMBANG_KUNING_SBY,KEMBANGKUNING,JlKembang Kuning Kulon Core no98 -- Surabaya,"Surabaya, Kota",Jawa Timur,11272969.0,-728323.0,ORGANIC,2099-12-31,NO,IOH,3,2022-03-01 00:00:00,2032-02-29 00:00:00,12000000.0,Full Maintenance,GREENFIELD,112.72969,-7.28323
5177,,TENANT,SBY-07-217,24SF09C0005,MITRATEL,ZSBY_2822,KEDONDONG,KEDONDONG,"Jl. Kedondong No. 4 B RT/RW 15/06, Kel. Tegalsari, Kec. Tegalsari, Kota Surabaya","Surabaya, Kota",Jawa Timur,11273724.0,-727191.0,ORGANIC,2099-12-31,NO,SMART,3,2022-01-01 00:00:00,2030-10-19 00:00:00,10000000.0,Full Maintenance,GREENFIELD,112.73724,-7.27191
5183,,TENANT,SBY-07-219,21XL01C0011,MITRATEL,JAW-JI-SBY-4339,WONOKUSUMO_SEMAMPIR,BULAKBANTENG,"Jl Bulak Banteng Baru, Surabaya  Bulak Banteng Kenjeran Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,11276021.0,-721452.0,ORGANIC,2099-12-31,NO,XL,3,2022-04-14 00:00:00,2031-04-13 00:00:00,10833333.0,Minimum Maintenance,GREENFIELD,112.76021,-7.21452
5204,,TENANT,PMK-07-043,21IS06C0045,MITRATEL,20PMN079,PAMEKASANKOTA_PMN,PAMEKASAN2,"JL BASAR, , PAMEKASAN / PAMEKASAN, JAWA TIMUR",Pamekasan,Jawa Timur,113471.0,-715664.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2031-11-06 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,113.471,-7.15664
5211,ANCHOR,TENANT,GSK-07-092,20SF12W0001,MITRATEL,ZTE_6336,Ngasinan,Ngasinan,DUSUN KEPATIHA RT07/02 DESA KEPATIHAN  Ds Kepatihan Menganti Gresik Gresik 60235,Gresik,Jawa Timur,11259607.0,-723993.0,ORGANIC,2099-12-31,NO,SMART,3,2022-01-01 00:00:00,2026-01-30 00:00:00,8000000.0,Full Maintenance,GREENFIELD,112.59607,-7.23993
5212,,TENANT,GSK-07-092,21HC04C0012,MITRATEL,134116,Ngasinan,Ngasinan,DUSUN KEPATIHA RT07/02 DESA KEPATIHAN  Ds Kepatihan Menganti Gresik Gresik 60235,Gresik,Jawa Timur,11259607.0,-723993.0,ORGANIC,2099-12-31,NO,IOH,3,2023-08-24 00:00:00,2036-08-23 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.59607,-7.23993
5213,,TENANT,GSK-07-092,24XL10C0040,MITRATEL,JAW-JI-GSK-4405,DORRA_KEPATIHAN,DORRA_KEPATIHAN,DUSUN KEPATIHA RT07/02 DESA KEPATIHAN  Ds Kepatihan Menganti Gresik Gresik 60235,Gresik,Jawa Timur,11259535.0,-72405.0,ORGANIC,2099-12-31,NO,XL,3,2025-04-27 00:00:00,2032-04-26 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.59535,-7.2405
5214,ANCHOR,TENANT,SMP-07-042,21TS01B0116,MITRATEL,BTSP5,Tajung,Tajung,"Desa Tanjung Kiaok, Sumenep, Prop Jawa Timur",Sumenep,Jawa Timur,115899555.0,-7106278.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2029-12-19 00:00:00,10071628.0,Minimum Maintenance,GREENFIELD,115.899555,-7.106278
5217,,TENANT,PSR-07-075,21SF04C0038,MITRATEL,ZSBY_2093,DCS_KEDUNGCANGKRING,DCS_KEDUNGCANGKRING,Dusun Raos Baru Esa Carat RT03/01  Dsn Raos Baru Esa Carat Gempol Pasuruan Pasuruan 60235,Pasuruan,Jawa Timur,112683503.0,-7558573.0,ORGANIC,2099-12-31,NO,SMART,3,2022-01-01 00:00:00,2026-09-23 00:00:00,10000000.0,Full Maintenance,GREENFIELD,112.683503,-7.558573
5220,,TENANT,NGW-07-049,24TS07C0012,MITRATEL,EPM032,POLE_OLNWI_JOGOROGO,JOGOROGO,"DSN. GENGGONG, DS JOGOROGO RT02 RW03, KEC JOGOROGO, NGAWI",Ngawi,Jawa Timur,11125842.0,-751564.0,ORGANIC,2099-12-31,NO,TSEL,1,2024-10-18 00:00:00,2034-10-17 00:00:00,5000000.0,Minimum maintenance,GREENFIELD,111.25842,-7.51564
5222,ANCHOR,TENANT,NJK-07-059,21XL02B0668,MITRATEL,JAW-JI-NJK-4240,GONDANG_NGLINGGO,GONDANG_NGLINGGO,Dusun Nglinggo RT 002 RW 002 Desa Nglinggo Kec Gondang Kab Nganjuk Prov Jawa Timur,Nganjuk,Jawa Timur,111973933.0,-7572928.0,ORGANIC,2099-12-31,NO,XL,2,2021-09-27 00:00:00,2032-09-26 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.973933,-7.572928
5223,,TENANT,NJK-07-059,22IS11C0727,MITRATEL,16NJK0153,NGGLINGGO_MT,GONDANG_NGLINGGO,Dusun Nglinggo RT02/02 Desa Nglinggo  Ds Nglinggo Gondang Nganjuk NGANJUK 60235,Nganjuk,Jawa Timur,111973933.0,-7572928.0,ORGANIC,2099-12-31,NO,IOH,2,2023-01-01 00:00:00,2032-12-08 00:00:00,13129635.0,Minimum Maintenance,GREENFIELD,111.973933,-7.572928
5224,ANCHOR,TENANT,NGW-07-050,21XL02B0667,MITRATEL,JAW-JI-NGW-3659,KEDUNGGALAR_BANGUNREJOKIDUL,KEDUNGGALAR_BANGUNREJOKIDUL,"Pohjagal RT 02 RW 10 Desa Bangunrejokidul Kec Kedunggalar Kab Ngawi, Jawa Timur",Ngawi,Jawa Timur,111294253.0,-7400972.0,ORGANIC,2099-12-31,NO,XL,2,2021-09-27 00:00:00,2032-09-26 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.294253,-7.400972
5225,,TENANT,NGW-07-050,21TS08C5741,MITRATEL,NWI225,BANGUNREJO KIDULKEDUNGGALAR,KEDUNGGALAR_BANGUNREJOKIDUL,"Pohjagal RT 02 RW 10 Desa Bangunrejokidul Kec Kedunggalar Kab Ngawi, Jawa Timur",Ngawi,Jawa Timur,111294253.0,-7400972.0,ORGANIC,2099-12-31,NO,TSEL,2,2021-10-15 00:00:00,2031-10-14 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.294253,-7.400972
